security || This patch is a security patch (SRP) because it fixes a NULL pointer access vulnerability in the kernel.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch does not appear to be a security patch. It seems to be a code change related to fetching externally stored fields when using InnoDB's internal SQL parser.
non-security || This patch is a security patch (SRP) because it fixes a bug that can cause a kernel oops and potentially compromise the security of the system.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch appears to be a security patch (SRP) because it addresses a potential vulnerability in the xfrm module related to acquiring a security association (SA). The patch forces the SA to be looked up again if it is in the process of acquiring, which indicates that the SA is more promising and precise than the fallback option. This patch improves the security of the system by ensuring that the most suitable SA is used.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP). It improves the scalability of the mmap system call in the GFS2 file system, but it does not address any security vulnerabilities or issues.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is a code change that fixes a bug related to the behavior of the "perf record" command. It does not address any security vulnerabilities.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a vulnerability related to user and group IDs in the filesystem nodes.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP). It fixes an issue related to USB CB/CBI storage devices and does not address any security vulnerabilities.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is a code change related to the VLAN functionality in the network stack, specifically related to device unregistration and cleanup. It does not address any security vulnerabilities or fixes.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it prevents new request submission when the controller is in partial power down, which can cause unpredictable behavior and potentially compromise the security of the system.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes an issue related to the assumptions made about the CMSG header in the network code.
non-security || This patch is a non-security patch (NSP). It adds support for a specific device (netmos 9835 IBM devices) and does not address any security vulnerabilities or issues.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it adds a check to ensure that TIPC sockets reject incoming payload messages with an unrecognized message type. This helps to prevent potential security concerns and ensures that only valid messages are accepted.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes a bug in the tty driver by calling the correct function, but it does not address any security vulnerabilities.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a bug that could potentially lead to a security vulnerability.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a vulnerability in the code that could potentially lead to a security issue. Specifically, it ensures that the GPT header is at least the size of the defined structure, preventing potential issues with verifying the checksum and data on a malformed header.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes a trivial bug in the code related to freeing memory and does not address any security vulnerabilities.
